date,year,season,bc_cut,site,position,rep,code,DM_totalBC,Lp_g,Ac_g,Dg_g,Ao_g,Bh_g,Ryt_g,Vb_g,Cm_g,Hl_g,Cc_g,Ca_g,La_g,Sa_g,Tr_g,Tp_g,Ts_g,Td_g,Tg_g,Pl_g,catsear_g,hawksbeard_g,carex_g,juncus_g,unknown_g,dead_g,Lp_per,Ac_per,Dg_per,Ao_per,Bh_per,Ryt_per,Vb_per,Cm_per,Hl_per,Cc_per,Ca_per,La_per,Sa_per,Tr_per,Tp_per,Ts_per,Td_per,Tg_per,Pl_per,catsear_per,hawksbeard_per,carex_per,juncus_per,unknown_per,dead_per
27/02/2021,2,summer,5,wa,tree,1,S1T1P1,0.2767,0.1061,,0.072,,,,,,,,,,,,,,,,,,,,,,0.0986,0.383447777,0,0.260209613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.356342609
27/02/2021,2,summer,5,wa,tree,2,S1T2P1,0.4294,0.0505,,0.033,,,,,,,,,,,,,,,,0.0199,,,,,,0.326,0.117605962,0,0.076851421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046343735,0,0,0,0,0,0.759198882
27/02/2021,2,summer,5,wa,tree,3,S1T3P1,0.5416,0.2003,0.01,0.064,,,,,,,,,,,,,,,,,,,,,,0.2673,0.369830133,0.018463811,0.11816839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.493537666
27/02/2021,2,summer,5,wa,tree,4,S1T4P1,0.5494,0.147,,0.0822,,,,,,,,,,,,,,,,,,,,,,0.3202,0.267564616,0,0.149617765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.582817619
27/02/2021,2,summer,5,wa,open,1,S1T1P2,0.2766,,0.0206,,0.007,,,,,,,,,,,,,,,0.053,,,,,,0.196,0,0.074475777,0,0.025307303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.191612437,0,0,0,0,0,0.708604483
27/02/2021,2,summer,5,wa,open,2,S1T2P2,0.8897,,,,,,,,,,,,,,,,,,,,,,,,,0.8897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
27/02/2021,2,summer,5,wa,open,3,S1T3P2,0.374,,,,0.0045,,,,,,,,,,,,,,,0.022,,,,,,0.3475,0,0,0,0.012032086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058823529,0,0,0,0,0,0.929144385
27/02/2021,2,summer,5,wa,open,4,S1T4P2,0.399,,,,,,,,,,,,,,,,,,,0.0513,,,,,,0.3477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128571429,0,0,0,0,0,0.871428571
28/02/2021,2,summer,5,hb,tree,1,S2T1P1,0.3242,0.2283,,,,,,,,,,,,,0.0238,,,,,0.0272,,,,,,0.0449,0.704194941,0,0,0,0,0,0,0,0,0,0,0,0,0.073411474,0,0,0,0,0.083898828,0,0,0,0,0,0.138494756
28/02/2021,2,summer,5,hb,tree,2,S2T2P1,0.3339,0.082,,0.1574,,,,,,,,,,,,,,,,,0.084,,,,,0.0105,0.24558251,0,0.471398622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.251572327,0,0,0,0,0.031446541
28/02/2021,2,summer,5,hb,tree,3,S2T3P1,0.6693,0.3706,,,,,,,,,,,,,,,,,,,,,,,0.0888,0.2099,0.553712834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13267593,0.313611236
28/02/2021,2,summer,5,hb,tree,4,S2T4P1,0.4458,0.1525,,0.0595,,,,,,,,,,,,,,,,,,,,,,0.2338,0.342081651,0,0.133467923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.524450426
28/02/2021,2,summer,5,hb,tree,5,S2T5P1,0.4628,0.007,,0.4065,,,,,,,,,,,,,,,,,,,,,,0.0493,0.015125324,0,0.878349179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106525497
28/02/2021,2,summer,5,hb,open,1,S2T1P2,0.6223,0.0066,0.0673,0.0162,0.016,,,,,,,,,,,,,,,,0.0431,,,,,0.4731,0.010605817,0.108147196,0.02603246,0.025711072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0692592,0,0,0,0,0.760244255
28/02/2021,2,summer,5,hb,open,2,S2T2P2,2.185,,,,,,,,,,,,,,,,,,,,,,,,,2.185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
28/02/2021,2,summer,5,hb,open,3,S2T3P2,1.0208,,0.0434,0.2305,0.0362,,,,,,,,,,,,,,,,0.1831,,,,,0.5276,0,0.042515674,0.225803292,0.035462382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.179369122,0,0,0,0,0.51684953
28/02/2021,2,summer,5,hb,open,4,S2T4P2,1.3712,,0.07,,,,,,,,,,,,,,,,,,,,,,,1.3012,0,0.051050175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.948949825
28/02/2021,2,summer,5,hb,open,5,S2T5P2,0.6532,0.005,0.067,,0.026,,,,,,,,,,,,,,,,0.06,,,,,0.4952,0.007654623,0.102571953,0,0.039804042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.091855481,0,0,0,0,0.758113901
13/05/2021,2,autumn ,6,wa,tree,1,S1T1P1,0.3071,0.0636,0.0061,0.121,,,,,,,,,,,,,,,,,,,,,,0.1164,0.207098665,0.019863237,0.394008466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.379029632
13/05/2021,2,autumn ,6,wa,tree,2,S1T2P1,0.2731,0.0566,0.0076,0.1171,,,,,,,,,,,,,,,,0.0444,,,,,,0.0474,0.207250092,0.027828634,0.428780666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16257781,0,0,0,0,0,0.173562798
13/05/2021,2,autumn ,6,wa,tree,3,S1T3P1,0.2966,0.082,,0.09,,,,,,,,,,,,,,,,0.0174,,,,,,0.1072,0.276466622,0,0.303438975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058664869,0,0,0,0,0,0.361429535
13/05/2021,2,autumn ,6,wa,tree,4,S1T4P1,0.1412,0.0725,,0.0204,0.0066,,,,,,,,,,,,,,,,,,,,,0.0417,0.513456091,0,0.144475921,0.04674221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.295325779
13/05/2021,2,autumn ,6,wa,open,1,S1T1P2,0.206,0.008,0.0133,,0.015,,,,,,,,,,,,,,,0.0484,,,,,,0.1213,0.038834951,0.064563107,0,0.072815534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.234951456,0,0,0,0,0,0.588834951
13/05/2021,2,autumn ,6,wa,open,2,S1T2P2,0.2556,0.0132,0.0066,,0.0297,,,,,,,,,,,,,,,0.0648,,,,,,0.1413,0.051643192,0.025821596,0,0.116197183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.253521127,0,0,0,0,0,0.552816901
13/05/2021,2,autumn ,6,wa,open,3,S1T3P2,0.1283,0.0051,0.0095,,0.0435,,,,,,,,,,,,,,,0.0233,,,,,,0.0469,0.039750585,0.074045207,0,0.339049104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.181605612,0,0,0,0,0,0.365549493
13/05/2021,2,autumn ,6,wa,open,4,S1T4P2,0.2531,,0.0536,,0.0207,,,,,,,,,,,,,,,0.0514,,,,,,0.1274,0,0.211774002,0,0.081785855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.203081786,0,0,0,0,0,0.503358356
13/05/2021,2,autumn ,6,hb,tree,1,S2T1P1,0.2016,0.0976,,0.0426,,,,,,,,,,,,,,,,,,,,,,0.0614,0.484126984,0,0.211309524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.304563492
13/05/2021,2,autumn ,6,hb,tree,2,S2T2P1,0.2551,0.141,,0.0579,,,,,,,,,,,,,,,,0.0078,,,,,,0.0484,0.552724422,0,0.226969816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030576245,0,0,0,0,0,0.189729518
13/05/2021,2,autumn ,6,hb,tree,3,S2T3P1,0.2991,0.1495,0.0454,0.0366,,,,,,,,,,,,,,,,,,,,,,0.0676,0.499832832,0.151788699,0.122367101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.226011367
13/05/2021,2,autumn ,6,hb,tree,4,S2T4P1,0.3514,0.1078,,0.054,,,,,,,,,,,,,,,,,,,,,,0.1896,0.306772908,0,0.15367103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.539556061
13/05/2021,2,autumn ,6,hb,tree,5,S2T5P1,0.4548,0.238,,0.135,,,,,,,,,,,,,,,,,,,,,,0.0818,0.523306948,0,0.296833773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.179859279
13/05/2021,2,autumn ,6,hb,open,1,S2T1P2,0.5416,0.0452,0.074,0.0192,,,,,,,,,,0.0284,,,,,,,0.0133,,,,,0.3615,0.083456425,0.136632201,0.035450517,0,0,0,0,0,0,0,0,0,0.052437223,0,0,0,0,0,0,0.024556869,0,0,0,0,0.667466765
13/05/2021,2,autumn ,6,hb,open,2,S2T2P2,0.1687,,0.0163,,0.0084,,,,,,,,,,,,,,,,,,,,,0.144,0,0.096621221,0,0.049792531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.853586248
13/05/2021,2,autumn ,6,hb,open,3,S2T3P2,0.3717,0.0555,0.025,0.0147,0.0177,,,,,,,,,0.0199,,,,,,,0.0334,0.0123,,,,0.1932,0.149313963,0.067258542,0.039548023,0.047619048,0,0,0,0,0,0,0,0,0.053537799,0,0,0,0,0,0,0.089857412,0.033091203,0,0,0,0.519774011
13/05/2021,2,autumn ,6,hb,open,4,S2T4P2,0.3099,,,0.0141,0.0061,,,,,,,,,0.0067,,,,,,,0.0275,,,,,0.2555,0,0,0.045498548,0.019683769,0,0,0,0,0,0,0,0,0.021619877,0,0,0,0,0,0,0.088738303,0,0,0,0,0.824459503
13/05/2021,2,autumn ,6,hb,open,5,S2T5P2,0.4503,0.0047,0.0279,0.0213,0.0128,,,,,,,,,0.0145,,,,,,,,,,,,0.3691,0.010437486,0.061958694,0.047301799,0.028425494,0,0,0,0,0,0,0,0,0.032200755,0,0,0,0,0,0,0,0,0,0,0,0.819675772
08/09/2021,2,winter,7,wa,tree,1,S1T1P1,1.3109,0.995,0.0082,0.2517,,,,,0.0179,,,,,,,,0.0205,,,0.0069,,,,,,0.0107,0.75902052,0.006255244,0.192005492,0,0,0,0,0.013654741,0,0,0,0,0,0,0,0.015638111,0,0,0.005263559,0,0,0,0,0,0.008162331
08/09/2021,2,winter,7,wa,tree,2,S1T2P1,0.1688,0.0671,0.0215,0.0547,,,,,,,,,,,,,,,,,,,,,,0.0255,0.397511848,0.127369668,0.324052133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.151066351
08/09/2021,2,winter,7,wa,tree,3,S1T3P1,0.2749,0.1175,,0.0827,,,,,0.0365,,,,,,,,,,,,,,,,0.0325,0.0057,0.427428156,0,0.300836668,0,0,0,0,0.132775555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118224809,0.020734813
08/09/2021,2,winter,7,wa,tree,4,S1T4P1,0.2162,0.0949,,0.0476,,,,,0.0583,,,,,,,,,,,,,,,,0.0154,,0.438945421,0,0.220166512,0,0,0,0,0.269657724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.071230342,0
08/09/2021,2,winter,7,wa,open,1,S1T1P2,0.3283,0.0101,0.1077,,0.0423,,,,,,,,,,,,0.0037,0.0069,,0.1201,,,,,,0.0375,0.030764545,0.32805361,0,0.128845568,0,0,0,0,0,0,0,0,0,0,0,0.01127018,0.021017362,0,0.365823942,0,0,0,0,0,0.114224794
08/09/2021,2,winter,7,wa,open,2,S1T2P2,0.3459,0.012,0.1216,,0.1557,,,,,,,,,,,,0.0072,,,0.0352,,,,,,0.0142,0.034692108,0.35154669,0,0.450130095,0,0,0,0,0,0,0,0,0,0,0,0.020815265,0,0,0.101763515,0,0,0,0,0,0.041052327
08/09/2021,2,winter,7,wa,open,3,S1T3P2,0.1416,0.0107,0.0377,,0.06,,,,,,,,,,,,,0.003,,,,,,,0.0106,0.0196,0.075564972,0.266242938,0,0.423728814,0,0,0,0,0,0,0,0,0,0,0,0,0.021186441,0,0,0,0,0,0,0.074858757,0.138418079
08/09/2021,2,winter,7,wa,open,4,S1T4P2,0.2584,0.0063,0.0246,,0.0687,,,,,,,,,,,,,,,0.0313,,,,,0.0412,0.0863,0.024380805,0.095201238,0,0.265866873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121130031,0,0,0,0,0.159442724,0.333978328
08/09/2021,2,winter,7,hb,tree,1,S2T1P1,0.1909,0.1538,0.016,0.0189,,,,,,,,,,,,,,,,,,,,,,0.0022,0.805657412,0.083813515,0.099004715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011524358
08/09/2021,2,winter,7,hb,tree,2,S2T2P1,0.2237,0.1952,0.003,0.0204,,,,,,,,,,,,,,,,,,,,,0.0051,,0.872597228,0.013410818,0.091193563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022798391,0
08/09/2021,2,winter,7,hb,tree,3,S2T3P1,0.2961,0.0771,,,,,,,0.1025,,,0.0691,,,,,,,,,,,,,0.0347,0.0127,0.260385005,0,0,0,0,0,0,0.346166836,0,0,0.233367106,0,0,0,0,0,0,0,0,0,0,0,0,0.117190138,0.042890915
08/09/2021,2,winter,7,hb,tree,4,S2T4P1,0.2325,0.1162,,0.0058,,,,,0.1045,,,,,,,,,,,,,,,,0.006,,0.499784946,0,0.024946237,0,0,0,0,0.449462366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025806452,0
08/09/2021,2,winter,7,hb,tree,5,S2T5P1,0.2725,0.033,,0.2016,,,,,,,,,,,,,,,,,,,,,0.0342,0.0037,0.121100917,0,0.739816514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125504587,0.013577982
08/09/2021,2,winter,7,hb,open,1,S2T1P2,0.1977,0.0082,0.0649,0.017,0.0163,,,,,,,,,0.0097,,,,,,,,,,,0.0198,0.0618,0.041476985,0.328275164,0.085988872,0.082448154,0,0,0,0,0,0,0,0,0.049064239,0,0,0,0,0,0,0,0,0,0,0.100151745,0.312594841
08/09/2021,2,winter,7,hb,open,2,S2T2P2,0.3297,0.0047,0.0506,,0.227,,,,,,,,,,,,,,,,,,,,,0.0474,0.014255384,0.153472854,0,0.688504701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143767061
08/09/2021,2,winter,7,hb,open,3,S2T3P2,0.1404,0.0123,0.0645,0.014,0.0082,,,,,,,,,0.0047,,,,,,,,,,,,0.0367,0.087606838,0.459401709,0.0997151,0.058404558,0,0,0,0,0,0,0,0,0.033475783,0,0,0,0,0,0,0,0,0,0,0,0.261396011
08/09/2021,2,winter,7,hb,open,4,S2T4P2,0.2803,0.0922,0.0715,0.0706,0.0209,,,,,,,,,0.0206,,,,,,,,,,,,0.0045,0.328933286,0.255083839,0.251872993,0.074562968,0,0,0,0,0,0,0,0,0.073492686,0,0,0,0,0,0,0,0,0,0,0,0.016054228
08/09/2021,2,winter,7,hb,open,5,S2T5P2,0.2105,0.0107,0.0367,,0.0117,,,,,,,,,,,,,,,,,,,,0.0037,0.1477,0.050831354,0.174346793,0,0.055581948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017577197,0.701662708
13/12/2021,2,spring,8,wa,tree,1,S1T1P1,0.4141,0.1421,0.0476,0.1134,,,,,,,,,,,,,,,,,,,,,,0.111,0.343153828,0.11494808,0.273846897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.268051195
13/12/2021,2,spring,8,wa,tree,2,S1T2P1,0.4946,0.0166,0.11,0.1884,0.0134,0.055,,,,,,,,,,,,,,,,,,,,0.1112,0.033562475,0.222401941,0.38091387,0.0270926,0.11120097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.224828144
13/12/2021,2,spring,8,wa,tree,3,S1T3P1,1.0585,0.0764,,0.9486,,,,,,,,,,,,,,,,,,,,,,0.0335,0.07217761,0,0.896173831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031648559
13/12/2021,2,spring,8,wa,tree,4,S1T4P1,0.382,0.3254,,,,,,,0.048,,,,,,,,,,,,,,,,,0.0086,0.851832461,0,0,0,0,0,0,0.12565445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022513089
13/12/2021,2,spring,8,wa,open,1,S1T1P2,3.3514,,0.0127,,,,,0.0088,,,0.0181,,,,,,,,,3.3118,,,,,,,0,0.003789461,0,0,0,0,0.002625768,0,0,0.005400728,0,0,0,0,0,0,0,0,0.988184042,0,0,0,0,0,0
13/12/2021,2,spring,8,wa,open,2,S1T2P2,0.6788,0.1922,,,0.035,0.0266,0.2047,,,,,,,,,,,,,0.082,,,,,0.1047,0.0336,0.28314673,0,0,0.051561579,0.0391868,0.301561579,0,0,0,0,0,0,0,0,0,0,0,0,0.120801414,0,0,0,0,0.154242781,0.049499116
13/12/2021,2,spring,8,wa,open,3,S1T3P2,0.6518,,0.0113,,0.036,,0.1257,0.0155,0.0492,,0.0185,,,,,,0.0585,,,0.3004,,,,,0.0367,,0,0.017336606,0,0.055231666,0,0.192850568,0.023780301,0.075483277,0,0.02838294,0,0,0,0,0,0.089751458,0,0,0.46087757,0,0,0,0,0.056305615,0
13/12/2021,2,spring,8,wa,open,4,S1T4P2,0.5066,0.1612,,,0.0557,,0.0169,,,,,,,,,,,,,0.0662,,,,,0.0976,0.109,0.318199763,0,0,0.109948677,0,0.033359653,0,0,0,0,0,0,0,0,0,0,0,0,0.130675089,0,0,0,0,0.192656929,0.215159889
11/12/2021,2,spring,8,hb,tree,1,S2T1P1,0.2894,0.0854,0.0108,0.0935,,0.0202,,,,,,,,,0.0429,,,,,0.0318,0.0048,,,,,,0.295093296,0.03731859,0.323082239,0,0.069799585,0,0,0,0,0,0,0,0,0.148237733,0,0,0,0,0.109882516,0.01658604,0,0,0,0,0
11/12/2021,2,spring,8,hb,tree,2,S2T2P1,1.1683,0.7435,,0.2387,,0.1861,,,,,,,,,,,,,,,,,,,,,0.636394762,0,0.20431396,0,0.159291278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/12/2021,2,spring,8,hb,tree,3,S2T3P1,0.9319,0.5108,,,,0.2516,,,0.151,,,,,,,,,,,,,,,,,0.0185,0.548127481,0,0,0,0.26998605,0,0,0.162034553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019851915
11/12/2021,2,spring,8,hb,tree,4,S2T4P1,0.9365,0.2052,0.039,,,0.3078,,,0.2855,,,,,,,,,,,,0.007,,,,0.092,,0.219113721,0.041644421,0,0,0.328670582,0,0,0.304858516,0,0,0,0,0,0,0,0,0,0,0,0.00747464,0,0,0,0.098238121,0
11/12/2021,2,spring,8,hb,tree,5,S2T5P1,1.0607,0.3681,,0.2304,,0.2248,,,0.2374,,,,,,,,,,,,,,,,,,0.347034977,0,0.217215047,0,0.211935514,0,0,0.223814462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/12/2021,2,spring,8,hb,open,1,S2T1P2,1.5199,0.0885,0.0691,0.093,0.2077,0.1026,,,,,,0.195,,,,,,,,,,,,,0.764,,0.058227515,0.045463517,0.061188236,0.136653727,0.067504441,0,0,0,0,0,0.128297914,0,0,0,0,0,0,0,0,0,0,0,0,0.502664649,0
11/12/2021,2,spring,8,hb,open,2,S2T2P2,0.7448,0.0725,0.0337,,,0.1161,0.2597,0.0961,,,,0.1667,,,,,,,,,,,,,,,0.097341568,0.045247046,0,0,0.155880773,0.348684211,0.129027927,0,0,0,0.223818475,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/12/2021,2,spring,8,hb,open,3,S2T3P2,0.3556,0.0128,0.0316,,0.192,,,0.0595,,,,,,,,,,,,,,,,,0.0325,0.0272,0.035995501,0.088863892,0,0.539932508,0,0,0.167322835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.091394826,0.076490439
11/12/2021,2,spring,8,hb,open,4,S2T4P2,0.3213,0.0658,0.0777,0.0419,,0.0713,0.0226,,,,,,,,,,,,,,0.0301,,,,,0.0119,0.204793028,0.241830065,0.130407719,0,0.221910987,0.070339247,0,0,0,0,0,0,0,0,0,0,0,0,0,0.093681917,0,0,0,0,0.037037037
11/12/2021,2,spring,8,hb,open,5,S2T5P2,0.8976,0.0128,0.3571,0.0194,0.0056,,0.0362,0.2505,,,,,,0.216,,,,,,,,,,,,,0.01426025,0.397838681,0.021613191,0.006238859,0,0.040329768,0.27907754,0,0,0,0,0,0.240641711,0,0,0,0,0,0,0,0,0,0,0,0
